,spending,advance_payments,probability_of_full_payment,current_balance,credit_limit,min_payment_amt,max_spent_in_single_shopping,spending_MinMaxScale,advance_payments_MinMaxScale,probability_of_full_payment_MinMaxScale,current_balance_MinMaxScale,credit_limit_MinMaxScale,min_payment_amt_MinMaxScale,max_spent_in_single_shopping_MinMaxScale,clusters
104,15.69,14.75,0.9058,5.527,3.514,1.599,5.046,0.481586402266289,0.4834710743801649,0.8865698729582583,0.35360360360360366,0.6300784034212399,0.10842684211210653,0.2594780896110289,3
105,18.94,16.49,0.875,6.445,3.639,5.064,6.362,0.7884796978281401,0.8429752066115697,0.6070780399274041,0.8704954954954958,0.719173200285103,0.5589592895499877,0.9074347612013787,1
106,18.36,16.52,0.8452,6.666,3.485,4.933,6.4479999999999995,0.7337110481586402,0.8491735537190079,0.3366606170598905,0.9949324324324329,0.6094084105488238,0.5419261724895656,0.9497784342688327,1
107,13.32,13.94,0.8613,5.541,3.073,7.035,5.44,0.2577903682719547,0.3161157024793386,0.4827586206896539,0.36148648648648685,0.31575196008553097,0.8152361882224449,0.45347119645494827,2
108,12.8,13.47,0.8859999999999999,5.16,3.1260000000000003,4.873,4.914,0.20868744098205871,0.21900826446280997,0.706896551724137,0.14695945945945965,0.3535281539558095,0.5341247448283037,0.19448547513540104,2
109,18.75,16.18,0.8999,6.111000000000001,3.8689999999999998,4.188,5.992000000000001,0.7705382436260624,0.7789256198347103,0.8330308529945558,0.6824324324324329,0.8831076265146114,0.44505844569556235,0.7252584933530284,1
110,15.6,15.11,0.858,5.832000000000001,3.286,2.725,5.752000000000001,0.4730878186968839,0.5578512396694211,0.4528130671506343,0.5253378378378382,0.4675694939415538,0.25483363455512364,0.6070901033973413,3
111,14.33,14.28,0.8831,5.504,3.199,3.3280000000000003,5.224,0.3531633616619454,0.38636363636363624,0.6805807622504538,0.3406531531531529,0.405559515324305,0.3332379825508069,0.3471196454948302,3
112,20.24,16.91,0.8897,6.315,3.9619999999999997,5.901,6.188,0.91123701605288,0.9297520661157024,0.7404718693284931,0.7972972972972974,0.9493941553813257,0.6677892054245929,0.8217626784835055,1
113,12.89,13.77,0.8541,5.495,3.0260000000000002,6.185,5.316,0.21718602455146385,0.2809917355371896,0.41742286751361046,0.3355855855855858,0.2822523164647188,0.704715963021233,0.3924175283111766,2
114,11.21,13.13,0.8167,5.279,2.687,6.169,5.275,0.05854579792256853,0.14876033057851235,0.07803992740471788,0.2139639639639639,0.040627227369921526,0.7026355823115631,0.3722304283604134,2
115,17.32,15.91,0.8599,6.064,3.403,3.824,5.922000000000001,0.635505193578848,0.7231404958677685,0.4700544464609795,0.6559684684684686,0.5509622238061296,0.3977297845505728,0.6907927129492863,1
116,13.5,13.85,0.8852,5.351,3.158,2.249,5.176,0.27478753541076495,0.2975206611570247,0.6996370235934659,0.2545045045045047,0.3763364219529579,0.19294230844244498,0.3234859675036925,3
117,14.28,14.17,0.8944,5.397,3.298,6.685,5.001,0.3484419263456091,0.3636363636363633,0.7831215970961889,0.2804054054054057,0.47612259444048477,0.7697278601984164,0.23732151649433764,2
118,11.48,13.05,0.8473,5.18,2.758,5.876,5.002,0.08404154863078395,0.1322314049586777,0.35571687840290345,0.15822072072072046,0.09123307198859609,0.6645386105657337,0.23781388478581933,2
119,20.97,17.25,0.8859,6.563,3.991,4.677,6.316,0.9801699716713881,1.0,0.7059891107078045,0.9369369369369367,0.9700641482537418,0.5086400811348477,0.8847858197932053,1
120,12.08,13.23,0.8664,5.099,2.9360000000000004,1.415,4.961,0.14069877242681783,0.16942148760330555,0.5290381125226853,0.11261261261261257,0.2181040627227373,0.08450246395090304,0.2176267848350566,3
121,11.56,13.31,0.8198,5.3629999999999995,2.6830000000000003,4.062,5.182,0.09159584513692165,0.1859504132231402,0.10617059891106972,0.2612612612612608,0.03777619387027831,0.4286754476069122,0.3264401772525849,2
122,12.46,13.41,0.8706,5.236000000000001,3.017,4.987,5.147,0.1765816808309728,0.20661157024793386,0.5671506352087112,0.18975225225225278,0.27583749109052014,0.5489474573847015,0.30920728705071365,2
123,12.54,13.67,0.8425,5.4510000000000005,2.8789999999999996,3.082,5.4910000000000005,0.1841359773371105,0.2603305785123964,0.3121597096188742,0.31081081081081097,0.1774768353528151,0.30125212913963256,0.4785819793205319,2
124,14.11,14.26,0.8722,5.52,3.168,2.688,5.218999999999999,0.33238904627006605,0.38223140495867725,0.5816696914700534,0.34966216216216184,0.38346400570206707,0.25002275416401204,0.3446578040374195,3
125,15.01,14.76,0.8657,5.789,3.245,1.791,5.001,0.4173748819641172,0.4855371900826442,0.5226860254083485,0.5011261261261262,0.4383464005702067,0.13339141062814497,0.23732151649433764,3
126,18.3,15.89,0.9108,5.979,3.755,2.8369999999999997,5.962000000000001,0.7280453257790369,0.71900826446281,0.9319419237749553,0.6081081081081083,0.8018531717747683,0.2693962995228127,0.7104874446085674,1
127,11.4,13.08,0.8375,5.136,2.763,5.587999999999999,5.0889999999999995,0.07648725212464602,0.13842975206611552,0.26678765880217714,0.13344594594594605,0.09479686386315045,0.6270917577916759,0.2806499261447559,2
128,14.11,14.18,0.882,5.541,3.221,2.7539999999999996,5.038,0.33238904627006605,0.3657024793388426,0.6705989110707797,0.36148648648648685,0.42124019957234515,0.2586043245914002,0.2555391432791727,3
129,14.46,14.35,0.8818,5.388,3.377,2.802,5.044,0.3654390934844194,0.4008264462809916,0.6687840290381128,0.2753378378378377,0.5324305060584462,0.2648454667204099,0.25849335302806464,3
130,11.36,13.05,0.8382,5.175,2.755,4.048,5.263,0.07271010387157695,0.1322314049586777,0.2731397459165148,0.15540540540540526,0.08909479686386312,0.426855114485951,0.3663220088626291,2
131,14.86,14.67,0.8676,5.678,3.258,2.129,5.351,0.40321057601510857,0.46694214876033024,0.5399274047186928,0.43862612612612617,0.4476122594440486,0.17733945311992094,0.4096504185130474,3
132,12.36,13.19,0.8923,5.0760000000000005,3.042,3.22,4.605,0.16713881019830024,0.161157024793388,0.764065335753175,0.09966216216216228,0.29365645046329303,0.31919541276053526,0.04234367306745446,2
133,18.98,16.66,0.8590000000000001,6.5489999999999995,3.67,3.6910000000000003,6.497999999999999,0.7922568460812089,0.8780991735537187,0.46188747731397495,0.929054054054054,0.7412687099073414,0.38043661990144206,0.9743968488429342,1
134,12.05,13.41,0.8416,5.267,2.847,4.988,5.046,0.1378659112370162,0.20661157024793386,0.30399274047186875,0.2072072072072073,0.1546685673556667,0.549077481179056,0.2594780896110289,2
135,17.63,15.98,0.8673,6.191,3.5610000000000004,4.0760000000000005,6.06,0.6647780925401323,0.7376033057851239,0.5372050816696907,0.7274774774774775,0.6635780470420529,0.43049578072787337,0.7587395371738057,1
136,19.14,16.61,0.8722,6.2589999999999995,3.737,6.682,6.053,0.8073654390934846,0.8677685950413219,0.5816696914700534,0.7657657657657655,0.7890235210263719,0.7693377888153534,0.7552929591334316,1
137,11.27,12.86,0.8563,5.091,2.804,3.985,5.001,0.06421152030217181,0.0929752066115701,0.43738656987295776,0.10810810810810834,0.12401995723449755,0.41866361544162584,0.23732151649433764,2
138,17.55,15.66,0.8991,5.791,3.69,5.3660000000000005,5.6610000000000005,0.6572237960339946,0.6714876033057848,0.8257713248638829,0.5022522522522523,0.7555238774055593,0.5982264754450066,0.5622845888724766,1
139,14.59,14.28,0.8993,5.351,3.333,4.185,4.781000000000001,0.3777148253068934,0.38636363636363624,0.8275862068965516,0.2545045045045047,0.5010691375623664,0.4446683743124992,0.12900049236829148,3
140,15.78,14.91,0.8923,5.6739999999999995,3.4339999999999997,5.593,5.136,0.49008498583569415,0.5165289256198347,0.764065335753175,0.4363738738738734,0.5730577334283675,0.6277418767634478,0.3037912358444115,3
141,14.92,14.43,0.9006,5.3839999999999995,3.412,1.1420000000000001,5.088,0.40887629839471207,0.4173553719008263,0.8393829401088926,0.2730855855855854,0.5573770491803278,0.04900596809216089,0.28015755785327423,3
142,11.24,13.0,0.8359,5.09,2.715,3.5210000000000004,5.088,0.06137865911237017,0.12190082644628086,0.25226860254083405,0.10754504504504503,0.06058446186742694,0.3583325748611997,0.28015755785327423,2
143,11.34,12.87,0.8596,5.053,2.8489999999999998,3.347,5.003,0.07082152974504252,0.09504132231404938,0.4673321234119783,0.08671171171171155,0.15609408410548808,0.3357084346435398,0.23830625307730147,2
144,12.74,13.67,0.8564,5.395,2.9560000000000004,2.504,4.869,0.20302171860245521,0.2603305785123964,0.4382940108892921,0.2792792792792791,0.23235923022095561,0.22609837600280852,0.17232890201870976,3
145,12.19,13.36,0.8579,5.24,2.909,4.857,5.1579999999999995,0.1510859301227574,0.19628099173553704,0.45190562613430085,0.19200450450450468,0.19885958660014258,0.5320443641186339,0.3146233382570158,2
146,19.13,16.31,0.9035,6.183,3.9019999999999997,2.109,5.9239999999999995,0.8064211520302171,0.8057851239669418,0.8656987295825758,0.7229729729729728,0.9066286528866712,0.1747389772328336,0.6917774495322497,1
147,10.74,12.73,0.8329,5.145,2.642,4.702,4.963,0.014164305949008638,0.06611570247933862,0.22504537205081565,0.13851351351351315,0.008553100498930988,0.511890675993707,0.21861152141802043,2
148,13.8,14.04,0.8794,5.376,3.155,1.56,4.961,0.303116147308782,0.33677685950413183,0.6470054446460969,0.26858108108108114,0.37419814682822516,0.10335591413228624,0.2176267848350566,3
149,12.44,13.59,0.8462,5.319,2.897,4.9239999999999995,5.27,0.17469310670443816,0.24380165289256173,0.34573502722322935,0.2364864864864864,0.1903064861012116,0.5407559583403764,0.3697685869030032,2
150,14.16,14.4,0.8584,5.6579999999999995,3.1289999999999996,3.072,5.176,0.33711048158640233,0.41115702479338845,0.45644283121597073,0.42736486486486447,0.35566642908054136,0.29995189119608895,0.3234859675036925,3
151,12.11,13.27,0.8639,5.236000000000001,2.975,4.132,5.012,0.14353163361661947,0.17768595041322266,0.5063520871143368,0.18975225225225278,0.24590163934426257,0.4377771132117178,0.2427375677006398,2
152,14.99,14.56,0.8883,5.57,3.377,2.958,5.175,0.4154863078375828,0.44421487603305776,0.7277676950998178,0.37781531531531565,0.5324305060584462,0.2851291786396911,0.3229935992122104,3
153,16.2,15.27,0.8734,5.8260000000000005,3.464,2.823,5.527,0.529745042492918,0.5909090909090908,0.592558983666061,0.5219594594594597,0.594440484675695,0.26757596640185155,0.49630723781388486,3
154,11.42,12.86,0.8683,5.008,2.85,2.7,4.607,0.07837582625118045,0.0929752066115701,0.5462794918330305,0.06137387387387383,0.15680684248039944,0.25158303969626444,0.04332840965041829,3
155,14.7,14.21,0.9153,5.205,3.466,1.767,4.649,0.38810198300283294,0.37190082644628086,0.9727767695099807,0.17229729729729737,0.5958660014255168,0.13027083956364016,0.0640078778926636,3
156,13.02,13.76,0.8641,5.395,3.0260000000000002,3.373,4.825,0.22946175637393762,0.2789256198347103,0.5081669691470045,0.2792792792792791,0.2822523164647188,0.3390890532967534,0.15066469719350062,2
157,11.26,13.01,0.8355,5.186,2.71,5.335,5.092,0.0632672332389046,0.12396694214876014,0.2486388384754985,0.16159909909909898,0.057020669992872586,0.5941957378200212,0.2821270310192019,2
158,15.38,14.77,0.8857,5.662000000000001,3.4189999999999996,1.999,5.222,0.45231350330500497,0.4876033057851239,0.7041742286751358,0.4296171171171177,0.5623663578047038,0.1604363598538533,0.34613490891186594,3
159,17.36,15.76,0.8785,6.145,3.574,3.5260000000000002,5.971,0.6392823418319169,0.6921487603305785,0.6388384754990915,0.7015765765765765,0.6728439059158944,0.3589826938329715,0.7149187592319053,1
160,20.88,17.05,0.9031,6.45,4.032,5.016,6.321000000000001,0.971671388101983,0.9586776859504131,0.862068965517242,0.873310810810811,0.9992872416250889,0.5527181474209781,0.8872476612506155,1
161,12.72,13.57,0.8686,5.226,3.049,4.102,4.914,0.2011331444759208,0.23966942148760317,0.5490018148820326,0.1841216216216215,0.29864575908766944,0.43387639938108685,0.19448547513540104,2
162,18.88,16.26,0.8969,6.084,3.764,1.649,6.109,0.7828139754485364,0.7954545454545454,0.8058076225045365,0.6672297297297294,0.8082679971489661,0.11492803182982488,0.7828655834564251,1
163,17.26,15.73,0.8763,5.978,3.594,4.539,5.791,0.6298394711992448,0.6859504132231402,0.618874773139745,0.607545045045045,0.6870990734141127,0.49069679751394507,0.6262924667651402,1
164,18.27,16.09,0.887,6.172999999999999,3.6510000000000002,2.443,6.197,0.7252124645892353,0.7603305785123964,0.7159709618874768,0.717342342342342,0.7277263007840344,0.21816692454719216,0.8261939931068438,1
165,11.65,13.07,0.8575,5.1080000000000005,2.85,5.209,5.135,0.10009442870632679,0.13636363636363624,0.4482758620689653,0.11768018018018056,0.15680684248039944,0.5778127397313709,0.30329886755292934,2
166,15.5,14.86,0.882,5.877000000000001,3.3960000000000004,4.711,5.528,0.4636449480642115,0.5061983471074378,0.6705989110707797,0.5506756756756759,0.5459729151817536,0.5130608901428964,0.49679960610536655,3
167,15.05,14.68,0.8779,5.712000000000001,3.3280000000000003,2.129,5.36,0.4211520302171863,0.4690082644628095,0.633393829401089,0.4577702702702706,0.49750534568781224,0.17733945311992094,0.4140817331363862,3
168,12.76,13.38,0.8964,5.073,3.155,2.8280000000000003,4.83,0.20491029272898964,0.20041322314049603,0.8012704174228666,0.09797297297297325,0.37419814682822516,0.2682260853736234,0.15312653865091086,3
169,11.43,13.13,0.8335,5.176,2.719,2.221,5.132000000000001,0.07932011331444766,0.14876033057851235,0.23049001814881986,0.15596846846846857,0.0634354953670706,0.1893016422005227,0.3018217626784834,3
170,16.19,15.16,0.8849,5.832999999999999,3.4210000000000003,0.903,5.307,0.5288007554296508,0.5681818181818179,0.6969147005444647,0.5259009009009006,0.5637918745545261,0.0179302812414672,0.3879862136878387,3
171,11.49,13.22,0.8263,5.303999999999999,2.695,5.388,5.31,0.08498583569405116,0.16735537190082628,0.1651542649727764,0.22804054054054035,0.04632929436920885,0.6010869989208026,0.3894633185622842,2
172,14.38,14.21,0.8951,5.386,3.312,2.4619999999999997,4.956,0.35788479697828146,0.37190082644628086,0.7894736842105257,0.274211711711712,0.48610121168923714,0.2206373766399251,0.21516494337764636,3
173,18.45,16.12,0.8921,6.107,3.7689999999999997,2.235,5.794,0.7422096317280453,0.7665289256198347,0.7622504537205081,0.6801801801801801,0.8118317890235207,0.19112197532148384,0.6277695716395861,1
174,20.16,17.03,0.8735,6.513,3.773,1.91,6.185,0.9036827195467423,0.9545454545454546,0.5934664246823953,0.9087837837837838,0.8146828225231648,0.1488642421563146,0.8202855736090591,1
175,19.11,16.26,0.9081,6.154,3.93,2.9360000000000004,6.079,0.8045325779036827,0.7954545454545454,0.9074410163339373,0.706644144144144,0.9265858873841768,0.2822686551638951,0.7680945347119641,1
176,14.69,14.49,0.8799,5.563,3.259,3.5860000000000003,5.218999999999999,0.3871576959395657,0.4297520661157024,0.6515426497277677,0.37387387387387383,0.4483250178189595,0.3667841214942335,0.3446578040374195,3
177,12.21,13.47,0.8453,5.357,2.8930000000000002,1.661,5.178,0.15297450424929204,0.21900826446280997,0.3375680580762248,0.2578828828828832,0.18745545260156837,0.11648831736207728,0.32447070408665635,3
178,16.44,15.25,0.888,5.8839999999999995,3.505,1.969,5.5329999999999995,0.5524079320113318,0.5867768595041318,0.7250453720508165,0.5546171171171168,0.6236635780470421,0.15653564602322229,0.49926144756277635,3
179,10.59,12.41,0.8648,4.899,2.787,4.975,4.794,0.0,0.0,0.5145190562613431,0.0,0.1119030648610122,0.5473871718524491,0.13540128015755748,2
180,14.37,14.39,0.8726,5.569,3.153,1.464,5.3,0.35694050991501425,0.40909090909090917,0.5852994555353899,0.37725225225225234,0.37277263007840333,0.09087362987426699,0.3845396356474642,3
181,13.45,14.02,0.8604,5.516,3.065,3.531,5.0969999999999995,0.27006610009442866,0.3326446280991733,0.4745916515426494,0.34740990990990994,0.31004989308624364,0.35963281280474335,0.28458887247661213,3
182,12.67,13.32,0.8977,4.984,3.135,2.3,4.745,0.1964117091595845,0.18801652892561949,0.8130671506352094,0.04786036036036023,0.35994297933000685,0.19957352195451766,0.1112752338749381,3
183,14.01,14.29,0.8625,5.609,3.158,2.217,5.132000000000001,0.3229461756373939,0.3884297520661155,0.49364791288566234,0.39977477477477485,0.3763364219529579,0.18878154702310523,0.3018217626784834,3
184,17.12,15.55,0.8892,5.85,3.5660000000000003,2.858,5.746,0.6166194523135036,0.6487603305785123,0.7359346642468232,0.5354729729729728,0.6671418389166075,0.2721267992042544,0.6041358936484489,3
185,16.84,15.67,0.8623,5.997999999999999,3.484,4.675,5.877000000000001,0.5901794145420209,0.6735537190082641,0.4918330308529937,0.6188063063063058,0.6086956521739129,0.508380033546139,0.6686361398325951,1
186,12.11,13.47,0.8392,5.159,3.032,1.5019999999999998,4.519,0.14353163361661947,0.21900826446280997,0.2822141560798537,0.14639639639639634,0.28652886671418387,0.0958145340597329,0.0,3
187,15.49,14.94,0.8724,5.757000000000001,3.3710000000000004,3.412,5.228,0.4627006610009443,0.5227272727272725,0.5834845735027212,0.48310810810810834,0.5281539558089812,0.34415998127657366,0.34908911866075787,3
188,13.16,13.55,0.9009,5.138,3.201,2.461,4.783,0.24268177525967904,0.23553719008264462,0.8421052631578938,0.13457207207207222,0.40698503207412684,0.22050735284557071,0.1299852289512553,3
189,11.75,13.52,0.8082,5.444,2.678,4.378,5.31,0.10953729933899914,0.22933884297520635,0.0009074410163334434,0.30686936936936915,0.03421240199572351,0.469762966622892,0.3894633185622842,2
190,11.23,12.63,0.884,4.902,2.8789999999999996,2.269,4.703,0.06043437204910296,0.045454545454545414,0.6887477313974593,0.0016891891891894772,0.1774768353528151,0.19554278432953232,0.09059576563269323,3
191,14.43,14.4,0.8751,5.585,3.272,3.975,5.144,0.3626062322946175,0.41115702479338845,0.6079854809437384,0.38626126126126126,0.45759087669280096,0.4173633774980822,0.3077301821762677,3
192,12.26,13.6,0.8333,5.4079999999999995,2.833,4.756,5.36,0.1576959395656281,0.245867768595041,0.2286751361161521,0.286599099099099,0.14468995010691388,0.5189119608888428,0.4140817331363862,2
193,18.14,16.12,0.8772,6.059,3.563,3.6189999999999998,6.011,0.7129367327667613,0.7665289256198347,0.6270417422867505,0.6531531531531534,0.6650035637918748,0.3710749067079276,0.7346134908911863,1
194,15.36,14.76,0.8861,5.7010000000000005,3.3930000000000002,1.367,5.132000000000001,0.4504249291784703,0.4855371900826442,0.7078039927404713,0.4515765765765769,0.5438346400570209,0.07826132182189342,0.3018217626784834,3
195,16.53,15.34,0.8823,5.875,3.467,5.532,5.88,0.5609065155807367,0.6053719008264462,0.673321234119781,0.5495495495495497,0.5965787598004277,0.6198104253078315,0.6701132447070406,1
196,18.76,16.2,0.8984,6.172000000000001,3.7960000000000003,3.12,6.053,0.7714825306893298,0.7830578512396689,0.8194192377495462,0.7167792792792795,0.8310762651461154,0.30619303332509856,0.7552929591334316,1
197,12.3,13.34,0.8684,5.242999999999999,2.9739999999999998,5.6370000000000005,5.063,0.16147308781869696,0.19214876033057848,0.5471869328493639,0.19369369369369327,0.2451888809693512,0.6334629237150401,0.267848350566223,2
198,19.18,16.63,0.8717,6.369,3.681,3.3569999999999998,6.229,0.8111425873465534,0.8719008264462804,0.5771324863883844,0.8277027027027026,0.7491090520313615,0.33700867258708345,0.8419497784342687,1
199,12.01,13.52,0.8249,5.405,2.7760000000000002,6.992000000000001,5.27,0.13408876298394712,0.22933884297520635,0.1524500907441011,0.28490990990990994,0.10406272273699257,0.8096451650652072,0.3697685869030032,2
200,14.88,14.57,0.8811,5.553999999999999,3.333,1.018,4.956,0.4050991501416432,0.44628099173553704,0.6624319419237743,0.36880630630630584,0.5010691375623664,0.032883017592219385,0.21516494337764636,3
201,17.08,15.38,0.9079,5.832000000000001,3.6830000000000003,2.9560000000000004,5.484,0.6128423040604343,0.6136363636363638,0.9056261343012704,0.5253378378378382,0.7505345687811833,0.28486913105098244,0.4751354012801574,3
202,14.8,14.52,0.8823,5.656000000000001,3.2880000000000003,3.112,5.309,0.3975448536355053,0.4359504132231402,0.673321234119781,0.4262387387387392,0.4689950106913756,0.3051528429702636,0.38897095027080253,3
203,11.55,13.1,0.8455,5.167000000000001,2.845,6.715,4.956,0.09065155807365444,0.14256198347107407,0.3393829401088926,0.15090090090090147,0.15324305060584487,0.7736285740290475,0.21516494337764636,2
204,16.41,15.25,0.8866,5.718,3.525,4.217,5.617999999999999,0.5495750708215299,0.5867768595041318,0.7123411978221412,0.4611486486486487,0.63791874554526,0.44882913573183897,0.5411127523387491,1
205,13.89,14.02,0.888,5.439,3.199,3.986,4.738,0.31161473087818714,0.3326446280991733,0.7250453720508165,0.30405405405405395,0.405559515324305,0.4187936392359803,0.10782865583456402,3
206,16.77,15.62,0.8638,5.9270000000000005,3.438,4.92,5.795,0.5835694050991502,0.6632231404958673,0.5054446460980033,0.5788288288288292,0.5759087669280116,0.5402358631629589,0.6282619399310683,1
207,14.03,14.16,0.8796,5.438,3.201,1.7169999999999999,5.001,0.32483474976392834,0.36157024793388404,0.6488203266787655,0.30349099099099064,0.40698503207412684,0.1237696498459218,0.23732151649433764,3
208,16.12,15.0,0.9,5.709,3.485,2.27,5.443,0.5221907459867803,0.5351239669421486,0.8339382940108884,0.4560810810810807,0.6094084105488238,0.1956728081238867,0.4549483013293938,3
209,15.57,15.15,0.8527,5.92,3.2310000000000003,2.64,5.879,0.47025495750708224,0.5661157024793386,0.40471869328493604,0.5748873873873874,0.4283677833214543,0.24378161203500243,0.6696208764155585,3
